S_ID | S_POINT
1097 | (-9425075.595062466 -6463380.780578392)
1098 | (8990060.346417416 -6621151.965403561)
1099 | (-4974056.245357994 4265875.308507079)
1100 | (-3760639.677555899 5369465.682937633)
1101 | (9815451.97247763 -2369896.3930127155)
1102 | (-3576326.7146024443 4743584.095990876)
1103 | (-1214336.2342911605 -9876813.895446815)
1104 | (1062474.2516393233 7625478.631446809)
1105 | (-3643316.3273114543 2136007.4981903937)
1106 | (4738316.095029496 -3515630.2804622166)
1107 | (-3909222.4238086585 -4369883.770508065)
1108 | (665970.4068938084 9374758.001429569)
1109 | (-5571802.479437238 7205623.033606008)
1110 | (7728903.413653288 -5341462.26254649)
1111 | (-846596.2463316657 8926720.405326452)
1112 | (-2205879.229829142 -648814.002316473)
1113 | (-4980050.469091304 -5055875.654378168)
1114 | (-2084516.1293012789 -652411.5759702064)
1115 | (-3374091.392987619 2510862.368808627)
1116 | (4512686.705952305 9335964.324499998)
1117 | (5704328.514085744 -349736.271190105)
1118 | (-3257119.602017182 -7810301.592254259)
1119 | (9445117.511915836 -3243738.605754736)
1120 | (1964293.6364487149 5918608.389836406)
1121 | (5120765.513705552 -227959.1150109116)
1122 | (-5213262.756029949 -8492092.1003463)
1123 | (2595756.268768752 320435.82965385355)
1124 | (5613190.854144337 -1591485.5329895169)
1125 | (-1336116.6435537413 2369983.86530558)
1126 | (1071857.0414421577 3225475.28836493)
1127 | (5512893.302598454 -8543155.536270645)
1128 | (7667147.464827642 3524270.865813365)
1129 | (4337139.276866915 4784803.1885737665)
1130 | (-8969028.386781242 9838509.300895534)
1131 | (-3353788.9965798585 1474645.1283903215)
1132 | (4887199.349007044 8206051.104160249)
1133 | (-1393123.0132209733 -7360401.135019597)
1134 | (-1744039.9911642969 8308425.061505541)
1135 | (7239708.952030972 9284915.095231004)
1136 | (8158639.834561389 -6382191.986127563)
1137 | (3285407.06812156 9879883.85436635)
1138 | (-8103639.833317859 -7999199.626184208)
1139 | (-4718310.072427496 -4321129.253340776)
1140 | (-8116081.109508917 1940291.8813748136)
1141 | (-7931518.401995412 5017589.101489464)
1142 | (-562488.6451314315 2763254.222180404)
1143 | (-8932248.810709227 -6357409.899195589)
1144 | (-4244736.620051348 -6399924.96564701)
1145 | (-4549678.609409346 -9423511.03713064)
1146 | (931213.9064644612 -3293130.3010840947)
1147 | (-2660573.8886645613 -8123377.519713095)
1148 | (5900352.377425302 -7594437.635594311)
1149 | (-6937380.324563893 2164351.1412394755)
1150 | (-2846795.2428860404 -5452966.185061279)
1151 | (-6938984.169431958 8341897.5511235595)
1152 | (8338466.325499274 -2414.866101846099)
1153 | (3406085.605225168 8431462.480169699)
1154 | (8600604.395805705 -6917462.137077872)
1155 | (-558233.906098444 -8206099.6161299)
1156 | (5428710.892997295 -1822209.4032161264)
1157 | (472201.9406223018 4658204.388874663)
1158 | (2821616.174235368 6740060.032511152)
1159 | (1314428.213762449 -6324363.461723225)
1160 | (-1950097.6895105569 -5988451.196329663)
1161 | (-9613856.776831776 4140421.3952769805)
1162 | (4460502.1785305925 -1338623.0269029513)
1163 | (-9635568.89603545 -9232461.247967977)
1164 | (1512403.540886376 5673089.2689192705)
1165 | (9934691.085070554 2074522.428603541)
1166 | (1528025.1778137274 -7460440.870518504)
1167 | (8531394.463762555 2643182.023357369)
1168 | (1814020.0756078493 947755.5127402134)
1169 | (1583007.4767188765 -3678744.9219225813)
1170 | (5869574.688598387 -7779957.379524531)
1171 | (-8215364.567198959 3085885.8845197298)
1172 | (690228.1145702507 5908287.887957841)
1173 | (7427222.148991499 -4456945.153725029)
1174 | (-6398176.521785659 8883698.00620022)
1175 | (4548863.995164083 -2267087.363792535)
1176 | (-8410069.246807106 -3051657.224467621)
1177 | (2224950.348917814 573417.7068446558)
1178 | (-6306210.616577641 7511001.394656051)
1179 | (9503387.372589808 3629890.557983592)
1180 | (-9464707.001649415 3275269.3599917255)
1181 | (5153270.688630439 7085635.759298023)
1182 | (283006.7010852918 -2635636.9218103494)
1183 | (5811098.996661423 4550939.650507711)
1184 | (-8209275.084614284 1542895.4043867122)
1185 | (2637211.900749484 5204657.145062435)
1186 | (-526743.8433672749 -9505538.980845854)
1187 | (6070785.432478748 7309831.95497321)
1188 | (231909.59061852284 -7691914.746018702)
1189 | (-8190297.310814722 6775627.87703749)
1190 | (-5351364.329324142 7300192.299543995)
1191 | (-1034465.5995352156 5084533.739486527)
1192 | (-2339607.0807005316 -580154.8403467778)
1193 | (2097458.799187349 -1031061.131027082)
1194 | (-6142882.59704227 36826.729922018945)
1195 | (7136501.6196333505 8335567.7248421125)
1196 | (-3551167.821684518 3478444.3245358896)
1197 | (-8779405.09197661 2009991.940564461)
1198 | (7687467.383211501 -166750.28940085508)
1199 | (-8866682.981327437 -7770710.341233233)
1200 | (5665132.702240966 -7453485.847489659)
1201 | (-3987933.8517650757 5511186.933571132)
1202 | (-4488085.260867174 -201414.6080560293)
1203 | (-5864804.520566341 -2014609.1182334395)
1204 | (-4888820.421069464 9911230.889292054)
1205 | (-6260034.0953126345 3306451.517380178)
1206 | (-6269700.837669103 4864314.662273657)
1207 | (-1353849.4654976297 -8111914.211572255)
1208 | (9886658.002491493 -1810802.845980688)
1209 | (8623320.065840542 6258997.582460776)
1210 | (5193091.7489371095 1504868.6174878348)
1211 | (-9049131.565635866 8363443.187398527)
1212 | (-8499467.803068513 -4046002.0201285984)
1213 | (534275.5250415634 4130.428047180176)
1214 | (-395767.42132720724 -1305963.5411313828)
1215 | (5120445.388079738 9537706.838561501)
1216 | (7873294.7238540575 46758.55796822347)
1217 | (6055906.832301889 8636758.997507807)
1218 | (-8034991.2734878035 5579382.739607831)
1219 | (-8470768.694654753 2173652.732400976)
1220 | (7009494.040895477 -493269.9037806783)
1221 | (-4552955.644333423 8121110.366935063)
1222 | (-1296698.010339126 4919503.679608487)
1223 | (6727680.600355053 -9219657.162789097)
1224 | (-4761675.960286145 2284820.186914662)
1225 | (4384250.177596763 3335195.89719419)
1226 | (6166594.883214653 831027.2677794788)
1227 | (2043152.202342717 3463871.9278335366)
1228 | (-8998849.487703003 7484073.679043394)
1229 | (-1759987.7811138676 -3416892.2348247776)
1230 | (-5738241.411898648 -4258290.677990204)
1231 | (-6030654.938919227 3954795.462858565)
1232 | (-8322811.415184168 -4043880.3519815216)
1233 | (-3625067.551860759 439454.29900032654)
1234 | (-2609404.9184755106 -5918772.567133602)
1235 | (-6256729.90901524 -5371931.274445821)
1236 | (-6813249.917386388 8873333.255711854)
1237 | (7134862.900001854 -4620169.932933702)
1238 | (-4339859.507374759 -2984704.0633950913)
1239 | (-8708591.54854822 502568.60088092834)
1240 | (-3141534.7244915282 -8377699.867480901)
1241 | (6596910.191827245 4818160.927359927)
1242 | (-1355217.3652596902 -760350.1303661522)
1243 | (9077851.542228565 -2462731.5478017665)
1244 | (8453338.981064707 4701431.264758781)
1245 | (7504606.128808916 9636148.097826838)
1246 | (3070753.8982657604 1858924.5329328682)
1247 | (9731426.675478771 5299371.729853757)
1248 | (9268116.669679679 3794443.3057569433)
1249 | (-1876737.1336960783 969741.2450965829)
1250 | (8060550.270538494 -9354377.675904855)
1251 | (3375054.9247986376 -2686880.4762742873)
1252 | (7890668.472822942 -4772380.800344551)
1253 | (-2016636.7037099218 -5134087.010605708)
1254 | (2090790.51025163 9088438.99526792)
1255 | (-3921392.2301289747 -7362737.134094457)
1256 | (2086160.418511374 -8993933.602508634)
1257 | (3676381.527123401 2160026.4743142314)
1258 | (-9995303.16150011 3790140.7468968853)
1259 | (-7801723.337070274 4462051.028004095)
1260 | (2104136.8450981434 8018457.3507356495)
1261 | (-402858.40721325576 -6185011.394863138)
1262 | (-7685719.912578762 -6483326.0726079)
1263 | (2710401.9434476253 3108122.440710731)
1264 | (-698608.7020159326 -178115.21669824608)
1265 | (-583743.5093186554 2718724.591643147)
1266 | (-3837564.966070681 1304016.9676943552)
1267 | (4421486.79161872 -7845914.484193953)
1268 | (-8102171.288184819 -9674120.603490079)
1269 | (9519265.109510973 -2790843.8881653594)
1270 | (-2106522.068856258 8563490.798510082)
1271 | (-8575083.806739915 4694186.1159781255)
1272 | (4636082.459255204 -7317091.977696595)
1273 | (3705671.705990346 7300529.734873306)
1274 | (-1656271.270598621 -6212307.738603236)
1275 | (2309008.4406605475 -5963890.111138386)
1276 | (1478111.3349202778 15553.740184376016)
1277 | (-7653776.68169992 -3942005.5555601437)
1278 | (6446790.513715925 9449001.620888472)
1279 | (-2340989.1866261214 6328610.899011599)
1280 | (-1544499.8300153334 9428741.886463754)
1281 | (-5842366.52243046 7959639.92164712)
1282 | (6997783.151574679 -2136716.395386273)
1283 | (-3848531.0814895164 -2851395.8940108176)
1284 | (-8925342.295049906 2497186.648481516)
1285 | (4141788.719305169 5693389.310183639)
1286 | (4263401.440836657 -1168264.5592693258)
1287 | (1261591.1071266755 -5194931.970420727)
1288 | (-6344225.997640554 516220.3916026242)
1289 | (8829211.237837132 8084631.336918309)
1290 | (-2175911.5284417095 4432528.115239659)
1291 | (-9881432.730713347 5501507.17256568)
1292 | (-8552216.671737237 -6852051.858097108)
1293 | (-4879688.887421296 712841.743383063)
1294 | (-5386187.503080044 2650400.3817843217)
1295 | (-6064625.846843796 -5678764.607295878)
1296 | (4335703.553709624 -3058794.216330611)
1297 | (6565060.006459527 6525167.598185835)
1298 | (5236988.670464123 -7811435.577808428)
1299 | (-6791046.749397747 -6400405.7246682495)
1300 | (-2231412.766098895 -1982927.7448932212)
1301 | (-9104790.449870149 539739.1828038972)
1302 | (-1876748.1035003075 3554661.879677307)
1303 | (6352151.000190932 2692044.6128226053)
1304 | (2433734.6469643246 6928880.146831017)
1305 | (2757153.0550763067 5900885.539051402)
1306 | (-9006671.975707432 -8472983.303373432)
1307 | (6731076.0992869325 -3815661.079726847)
1308 | (447105.8572751414 -1391558.10432514)
1309 | (6202318.777645348 7478884.813666556)
1310 | (8183247.504720211 6956757.904045388)
1311 | (-5168179.498738726 -7349711.713457678)
1312 | (-8449610.96800128 9794249.972875085)
1313 | (-8424996.725910965 7582260.469052125)
1314 | (-7630195.834762956 1786547.5176668148)
1315 | (-3074882.021860608 3399911.942407647)
1316 | (3633247.509185331 -604961.017153373)
1317 | (2289884.878228547 -5535515.703000872)
1318 | (-4352412.417994563 -9322328.568702342)
1319 | (9848888.976947993 -3235418.793116467)
1320 | (6164842.499270735 -6772563.5876089195)
1321 | (8647285.24544176 1976968.936400231)
1322 | (-8000689.937081615 3206849.817963971)
1323 | (6878462.01309913 4179709.1116507594)
1324 | (-4304539.049008474 -7458919.115970641)
1325 | (2425019.2855377067 2128102.0080635734)
1326 | (2164673.6933006346 -302266.22014068253)
1327 | (3509910.862296859 9356253.649847869)
1328 | (-2709988.132333534 3491091.174409339)
1329 | (9557148.842422482 -1785512.476791733)
1330 | (-639683.4438998941 -3530415.9478976624)
1331 | (917562.5807197802 -6795122.439669876)
1332 | (8938412.450429223 5494529.974801298)
1333 | (9259190.443730362 -5972958.7151990235)
1334 | (5925266.433076421 -9650014.447662907)
1335 | (-947343.0106421635 -7912694.505406353)
1336 | (4939882.303713072 -5853008.51823745)
1337 | (-8544337.179375164 1255700.0625301078)
1338 | (-8296948.303620322 -1532838.4628162608)
1339 | (-5822319.731962278 -4753442.764073721)
1340 | (-391575.5675164424 5368150.592117218)
1341 | (4116345.8856952917 -2531380.6984781474)
1342 | (-9230234.814059665 9699742.489850577)
1343 | (-3921526.6682521002 -7906482.277331728)
1344 | (5040899.717214581 -7031152.046114144)
1345 | (-7973602.903864061 -1825773.643787738)
1346 | (-7456171.519349771 8233223.310801804)
1347 | (8992198.319143768 -5611910.110008409)
1348 | (-5131468.575391818 -9264604.31489992)
1349 | (-9106966.07719804 1640610.7218313925)
1350 | (4812805.859007658 -1126839.5839174986)
1351 | (-4794072.631978066 -962664.1298827622)
1352 | (-8051671.169041428 2364718.686281828)
1353 | (4044794.081846567 -2771090.3086381536)
1354 | (2476091.6120803393 4118392.180569561)
1355 | (-7005641.7508538235 -3265013.8786825053)
1356 | (3350770.679472426 -7418354.161888576)
1357 | (9408944.55526932 8222145.070951704)
1358 | (2844438.9207107294 -7307900.404123779)
1359 | (-4330515.98075598 -9394180.609511675)
1360 | (3569282.9898479898 8654038.950958066)
1361 | (-7625714.7260314785 -5102027.194216261)
1362 | (1867303.2277478967 8605265.256390072)
1363 | (8545232.578236349 -4073645.3890801603)
1364 | (3867175.1742132492 -4145502.082785841)
1365 | (9450475.817963935 1045837.2523207217)
1366 | (-8444370.462596402 8540956.18693224)
1367 | (6848563.846743688 5540819.787760962)
1368 | (6299614.052109545 3340373.7077868786)
1369 | (-6667911.81571639 -1227617.4388230424)
1370 | (-9603873.294898776 -2925007.8360365946)
1371 | (4416718.4966872465 8101196.326434758)
1372 | (-9427907.449373456 -6324360.847700823)
1373 | (1676054.2805546261 4378854.30872304)
1374 | (6909063.587297101 -1766357.002256089)
1375 | (-5634799.228370378 -8185733.535945818)
1376 | (-2480500.5040167496 9867605.294528928)
1377 | (-6592197.070218798 5082490.809770806)
1378 | (4572942.0362181645 -1258479.1511689257)
1379 | (5231879.107743414 8220000.017640077)
1380 | (1704553.8166018985 -1035392.7693093419)
1381 | (-2554960.1159601724 -4528635.164610559)
1382 | (2731799.535764754 -3356100.0463453718)
1383 | (4635600.175854847 -1309784.928116858)
1384 | (-575495.333939949 975481.8546762094)
1385 | (5774902.117452284 -8359858.191018604)
1386 | (1403103.9756945986 5713654.972565668)
1387 | (-9594138.699453592 1920930.7925018203)
1388 | (-3870720.083661017 2933514.572574554)
1389 | (-1338902.504568044 -8837804.089695705)
1390 | (-9032358.595750691 2615911.931978531)
1391 | (2994045.918397406 498852.7403927408)
1392 | (1568508.262114115 -8402298.818368457)
1393 | (-5168401.355969299 -1767589.869977952)
1394 | (3905862.8704945296 -9179164.056379458)
1395 | (-8105074.978504412 9182928.332674459)
1396 | (-9188063.625488421 8363308.582673915)
1397 | (497195.407807339 -3272027.798997121)
1398 | (-8345215.425295604 -8312070.224432799)
1399 | (-7596890.5347495675 -1030453.673004372)
1400 | (8512627.827242542 6164698.753043933)
1401 | (-9437353.978895472 1280886.9125150926)
1402 | (8638313.29940397 7022806.767097175)
1403 | (-1375543.9624350779 -8017572.992436825)
1404 | (371816.6728124637 -8243980.433121589)
1405 | (-269346.1463672817 568412.9810417201)
1406 | (964557.45374633 9091527.065863673)
1407 | (6769076.517860061 9333829.493912097)
1408 | (-6736084.263422448 -4614435.991263297)
1409 | (3998382.8055465817 6332809.090012271)
1410 | (-2065823.5942573259 -7137154.299216788)
1411 | (-1002748.2554705646 -6127829.881661681)
1412 | (9258161.994217008 -9193841.890765883)
1413 | (-7071143.276390862 -9415497.871884294)
1414 | (1131889.3634764347 -5208653.073575)
1415 | (5698734.617173033 -1765954.4456873676)
1416 | (-6816736.416265395 6111924.988192854)
1417 | (-5841952.8324362375 -3835975.2283475595)
1418 | (-9247635.088382762 -9771012.811531452)
1419 | (4939620.893814199 1324652.6112465505)
1420 | (5384350.119832538 6410777.354454763)
1421 | (350089.4365374055 9186360.596789692)
1422 | (-6715655.674049832 -2722840.2331621004)
1423 | (-8271691.464726049 -4340499.10254303)
1424 | (3827964.6540698744 4721267.228975687)
1425 | (1676261.8608555216 2968808.417738313)
1426 | (9550063.62495017 4265452.1818767395)
1427 | (-6248408.064877333 9879108.614481986)
1428 | (-902650.3902109656 -5742514.738171165)
1429 | (-1512613.0743507463 -8941151.55638955)
1430 | (-3968109.429896325 -7087172.534951127)
1431 | (-8865372.248667354 -7804365.180882309)
1432 | (6477406.171612306 -7627858.517057311)
1433 | (-8325517.914346594 -5237059.717912025)
1434 | (-3603288.19250884 -3662410.031840533)
1435 | (-1665615.8661503075 8894045.030994996)
1436 | (-2408907.621438263 3316503.865973465)
1437 | (-3360214.2605366604 -6202477.822551491)
1438 | (-6783604.23524029 2409964.6264196504)
1439 | (1866449.1983422935 9092217.14971146)
1440 | (4508297.454795428 -7744796.719042297)
1441 | (-1454657.4010256492 8814708.088006899)
1442 | (-1069889.9191909768 -9722621.893933907)
1443 | (5593411.600012988 352324.1358565781)
1444 | (6141940.343486017 -228274.22636252455)
1445 | (-2111667.7866139337 -7522933.391707975)
1446 | (2244853.556094704 -2643474.1430528685)
1447 | (-2885842.788554132 -708923.9065001532)
1448 | (-3574777.168896608 -537716.2246900126)
1449 | (-3969445.0923032584 7280463.036151852)
1450 | (7046455.344911329 -1776356.6528823823)
1451 | (7084431.549169481 7737461.421300463)
1452 | (2582601.8464531563 -7127722.738419276)
1453 | (1370213.9581196886 -3157945.8523219014)
1454 | (-2297476.1836481346 -1482442.001729034)
1455 | (4604314.059104735 6323264.006988781)
1456 | (347935.095456684 4734459.843571672)
1457 | (-5002624.4694741815 3769131.251264304)
1458 | (2337353.101024369 95504.19135695696)
1459 | (4170095.07137358 -8584664.089202363)
1460 | (8140396.025880579 8592299.503747344)
1461 | (-8227716.6941592395 2649920.0512213223)
1462 | (6178292.064680008 3016613.410869384)
1463 | (9316621.137248598 8848851.33626775)
1464 | (-3528334.3859768705 -3918091.632956422)
1465 | (7925154.8766966015 4432174.950460222)
1466 | (-3680805.254501649 -2365060.956912159)
1467 | (7237794.6205015 1140699.6054115128)
1468 | (-253255.71107496507 9672168.745829172)
1469 | (-3639902.081809909 -3262041.6476663053)
1470 | (-2874430.2166744955 3320560.986276537)
1471 | (2576364.7824396733 9700300.571673438)
1472 | (-2929333.5879577613 8779900.480394222)
1473 | (5680765.043514445 -273216.2498948127)
1474 | (-1563289.6480148956 -7729575.275657697)
1475 | (1819453.2794260494 -7355264.89721696)
1476 | (-6066776.403612051 431497.21986058727)
1477 | (-2981980.6989375604 -9982512.911362775)
1478 | (5235922.852333825 -2775450.3458278123)
1479 | (-2867457.4228494354 2973848.0079098064)
1480 | (-67567.938170949 -7525701.512748936)
1481 | (6933759.310113933 -4835296.985983668)
1482 | (4091221.105467757 -7886988.724377659)
1483 | (2440330.9654228576 -4943643.488928573)
1484 | (6484898.605247926 1607526.6619135737)
1485 | (-282395.38492084853 -409590.71325064637)
1486 | (9762262.480291259 -3520724.149670087)
1487 | (717177.0207311772 -6948840.624355298)
1488 | (-8040472.258210644 -6964832.045679888)
1489 | (2694579.5801356174 5628430.707715126)
1490 | (3813992.4747198317 -1642071.5750994552)
1491 | (-6527043.616090713 441005.34775874764)
1492 | (-6622848.780634021 624586.1935234554)
1493 | (-376423.66485989094 6496533.444339467)
1494 | (-2215555.4115441097 2364463.941270463)
1495 | (-7810179.704699172 9053573.18713769)
1496 | (-6369131.071110188 -5478093.001494954)
1497 | (5489062.055823177 -4864636.666277535)
1498 | (6251625.253499053 6685421.170168089)
1499 | (329155.487891281 6398595.872150788)
1500 | (7843854.160093769 -7037890.730324859)
1501 | (2558359.5779615063 5849884.2038192265)
1502 | (-8957347.888106301 9360565.234341372)
1503 | (5120915.9164123945 257614.49861179292)
1504 | (9898168.027395625 3955396.3922383655)
1505 | (-2597239.5446870597 436522.72520007193)
1506 | (7993567.939468741 9935451.037768021)
1507 | (-2277889.99818239 6206395.548643105)
1508 | (3837067.0190624967 1676123.010606924)
1509 | (8901451.518775653 465241.1632438898)
1510 | (3507560.21803526 1666351.6443726346)
1511 | (9063782.390486557 -8975090.766837398)
1512 | (-9656202.15210108 4176419.623044923)
1513 | (5879283.631922444 -1511841.569971608)
1514 | (-9857230.54059248 -258899.64861750416)
1515 | (4862898.789222876 -6325300.200292908)
1516 | (-4782928.17407189 -8745692.33376063)
1517 | (2126240.991595309 -4055879.919258138)
1518 | (-8194287.994487032 8384263.637840714)
1519 | (7171463.564694349 6207928.38209022)
1520 | (3480144.30716799 -9374083.009213518)
1521 | (-297166.8748725634 -3036025.0776671525)
1522 | (-9746798.559271894 -6724739.437577276)
1523 | (2429536.3529777173 1192368.5783237908)
1524 | (-9236389.782624055 -4160815.2109113215)
1525 | (4616220.974115491 2772283.370487498)
1526 | (372743.7748420909 -9944079.350050552)
1527 | (2533671.159676183 -8538276.964775786)
1528 | (-7473677.198863717 -414377.8489714861)
1529 | (-4455067.930457326 -282174.41712564044)
1530 | (653936.8527567964 4459853.902309779)
1531 | (-7410580.583002573 -7154122.238828511)
1532 | (-3462865.553081749 6377905.629327243)
1533 | (7491707.753465816 9236353.108940315)
1534 | (-6119810.343927749 6278944.420162227)
1535 | (-2718379.8861701107 -5578080.307016746)
1536 | (-8323878.3793182615 7819898.978178099)
1537 | (7711084.54594063 -2433445.1883198004)
1538 | (-89978.53496724181 -2324769.517470671)
1539 | (-9450772.9094378 6810342.556301497)
1540 | (-2024328.2679753145 6524356.412267348)
1541 | (-2684101.1621700004 -5059251.043473192)
1542 | (-7160970.737584963 -3595309.7781960806)
1543 | (247774.60303628072 -3236289.2009722153)
1544 | (-8316328.805087434 -2858826.827996837)
1545 | (9036421.484788734 9388151.580896258)
1546 | (6808803.514333542 -9296069.27233026)
1547 | (3795698.6848940346 -504617.1661572587)
1548 | (2309455.8975321017 8609563.522759486)
1549 | (36707.49853663705 691234.7969060726)
1550 | (-1354732.9246529061 -9713341.751500044)
1551 | (2789291.7518647723 7407176.539692435)
1552 | (-2329903.9570600493 7666762.8692962155)
1553 | (8658042.536086999 5460829.758184731)
1554 | (5388247.864950322 -9312201.51570173)
1555 | (-4367212.933566387 2919275.25885826)
1556 | (-2450103.0353304483 5833245.025451247)
1557 | (-92654.5558674112 1349254.7716083117)
1558 | (6140912.072817819 5823124.062781084)
1559 | (-2971221.1312228255 -4200563.271961574)
1560 | (-1668365.6053018803 494770.7665590253)
1561 | (-1441048.5265822224 -2724286.673901289)
1562 | (-9527782.013355237 -2393516.938921498)
1563 | (4638756.552968049 -7563941.444257432)
1564 | (3496294.9651209824 2333283.065712167)
1565 | (1167950.198275227 -6249317.793626376)
1566 | (-9535729.311111929 -712707.5200921986)
1567 | (5758794.17446965 2456987.82466574)
1568 | (6265982.276453301 -4183053.4292934127)
1569 | (4682395.349304898 2755610.2582432535)
1570 | (805272.3618989363 -6410541.295860916)
1571 | (8592420.861931607 -3734839.649618487)
1572 | (-9012361.656283215 -96641.77230661362)
1573 | (99666.70927880704 7769602.831963688)
1574 | (5951195.941608002 1417557.864961518)
1575 | (6943646.856552202 -460830.3788639959)
1576 | (5222899.024886442 -65615.46885055304)
1577 | (1588315.8652282935 -8783219.742395887)
1578 | (9508064.15101415 6160070.066619072)
1579 | (-882401.5843563452 -6992133.449184483)
1580 | (1651143.5536427293 -7182486.856571889)
1581 | (-2712313.257242596 -758755.8917012345)
1582 | (9520164.094479404 121793.17607743666)
1583 | (8439542.294715498 -1296736.391263837)
1584 | (-5154749.078324807 -8552197.180559827)
1585 | (-6666022.578594199 2677967.5364718456)
1586 | (7984946.185201239 -1414144.7624503486)
1587 | (9554190.093444832 -6369295.467500363)
1588 | (9530426.3163797 4210671.569839485)
1589 | (1248750.5102168713 7503679.943700638)
1590 | (8518058.78060782 2791274.6414504293)
1591 | (-232973.88755771518 3758951.414371459)
1592 | (5431335.173963558 7229357.46149648)
1593 | (-1854387.7004457898 -6679653.890802648)
1594 | (-6598887.176956001 -7459584.3127932865)
1595 | (-5773263.163621507 9810390.281400692)
