10000
1884 3575093 3876210 1
1884 265081 267721 1
1884 4189482 209971 1
1884 264788 3748812 1
1884 268427 263447 2
1884 290125 301578 1
1884 136274 887368 1
1885 4877688 276944 1
1885 972158 270531 1
1885 270092 4140450 1
1885 3812590 3677485 1
1885 245288 267699 1
1885 3608895 3898289 2
1886 3439570 440162 1
1887 3693958 904529 1
1887 916748 4504835 1
1887 275929 629447 1
1889 278006 270738 1
1889 270682 419756 1
1889 3661448 128401 1
1889 1207458 3761202 1
1889 3779749 3960197 1
1890 265272 273295 1
1890 3701082 267499 1
1890 4199962 264844 1
1890 3447162 3539627 1
1890 267751 3342935 1
1890 3539619 296354 1
1890 471296 444231 1
1891 268106 407164 1
1891 937129 1022181 1
1891 263555 3640529 1
1891 3964425 267939 1
1891 3122412 264242 1
1891 264798 4518567 3
1891 4292770 410873 1
1892 269638 271495 1
1892 4217364 3711812 1
1892 4154501 267519 1
1892 5063569 5063569 1
1892 3709340 4175912 1
1893 4148502 5139492 1
1893 4889392 295051 2
1893 3877606 273753 1
1894 5069174 302433 1
1894 4895363 4750532 1
1894 4328448 268631 3
1894 5228076 264838 1
1894 4534732 4748369 1
1894 1219190 4585783 1
1895 267313 4155859 1
1895 269839 4154500 1
1895 3575093 3271653 1
1895 4154500 4263981 1
1895 3990398 3882499 1
1895 4421262 3823229 1
1895 2634327 4717363 3
1895 3381439 4764683 1
1896 266553 297308 1
1896 3867565 3990734 1
1896 4739095 4280278 1
1896 275482 434607 1
1897 265278 4411460 1
1897 4994098 274202 1
1897 263857 4526240 1
1897 4654961 272057 2
1898 3756583 3625991 1
1898 851670 273137 2
1898 440323 4155998 1
1899 3472350 1126868 1
1899 270086 272272 1
1899 274801 264207 1
1899 4593001 303419 1
1899 3605848 877797 1
1899 3543735 274145 1
1900 274931 4736928 1
1900 263309 265191 1
1900 3762375 4102239 1
1900 3639529 1515035 1
1900 4520980 4374587 1
1900 5132249 3424733 1
1900 426544 277895 1
1900 277432 3338843 1
1900 296406 294976 1
1900 3779185 3320266 1
1901 4154489 284622 1
1901 259864 570985 1
1901 4154477 3565162 1
1901 4140450 173461 1
1901 265401 3427603 1
1901 2809367 298512 1
1902 4948478 449117 1
1902 272299 267282 1
1902 3529570 268766 1
1902 3775941 3824644 1
1903 3278340 308910 2
1903 266587 4384469 1
1903 265401 3535804 1
1904 406719 93539 1
1904 3524116 4624533 1
1905 269700 478111 1
1905 208328 3761197 1
1905 267734 264143 1
1905 268645 296933 1
1905 2491812 3648293 1
1906 4643179 3238140 1
1906 270009 3956285 1
1906 509037 860379 1
1906 263294 863265 1
1906 3964086 265748 1
1906 269086 190921 1
1906 280017 3539617 1
1906 272143 273038 1
1906 3191704 34754 1
1906 3378164 321239 1
1906 3875854 5036569 1
1907 372538 305884 1
1907 4161506 305454 1
1907 268234 268799 1
1907 271674 267736 1
1907 4781392 268641 1
1908 3565175 4787445 1
1908 264563 283767 1
1908 3501318 4065059 1
1909 265634 3631865 1
1909 274940 4750455 1
1909 268939 2647905 1
1909 279336 4797463 1
1909 3469987 3586149 2
1909 4258001 4848396 3
1910 4496483 4227193 1
1910 264631 4736928 1
1910 263047 4482360 1
1910 4227813 3807482 1
1910 3613373 273857 1
1910 584603 554134 1
1910 592776 405344 2
1910 71583 264964 1
1911 263720 291342 1
1911 406727 291107 1
1911 268295 4629528 1
1911 1476289 299736 1
1911 315112 303876 1
1911 288246 297512 1
1912 274261 272057 1
1912 4682128 575645 1
1912 4154494 4141365 1
1912 995570 264740 4
1912 1022181 490095 1
1913 266946 311784 1
1913 388693 264220 1
1913 3830273 286032 1
1913 182648 265511 3
1914 3648293 1284320 1
1914 4283498 570556 1
1914 323249 5039238 2
1914 271623 272762 1
1915 121186 46541 1
1915 155213 5181627 1
1915 403926 264832 1
1915 269300 3637773 1
1916 265428 144305 1
1916 2440574 264605 1
1916 270097 268799 1
1916 275692 268945 2
1916 308041 4154497 1
1917 267281 295471 1
1917 265181 269866 1
1917 3543735 3989451 1
1918 911653 263448 1
1918 312369 284143 1
1919 859237 3898842 1
1919 929190 929190 1
1920 269086 274310 1
1920 268500 269874 1
1920 1217547 270115 1
1920 3501364 921783 1
1921 5125328 4315878 1
1921 272484 263956 1
1921 5004532 3857674 1
1921 267734 3703811 1
1921 264788 265191 1
1921 244361 1634000 1
1921 3544295 158321 1
1922 942720 269160 1
1922 1962567 268223 1
1922 3601828 4075627 1
1922 3455923 273211 3
1922 271617 268943 1
1922 274085 4564259 2
1922 263277 3206136 1
1922 440323 479873 1
1923 272248 4140450 1
1923 2840720 3827419 1
1923 266950 296178 1
1923 4232905 478109 4
1923 250782 4137461 1
1923 562924 848862 1
1923 3624954 21410 1
1924 265272 4943823 1
1924 264769 3402763 1
1924 4062792 4053936 1
1924 3709967 5019213 1
1924 3303340 3239457 1
1925 4826385 268310 1
1925 3857732 3640375 1
1925 4136308 287098 1
1926 274264 278667 1
1926 268967 4957448 1
1926 4407018 636160 1
1926 926581 3521730 1
1926 4328345 273440 1
1927 265274 5100680 1
1927 2843254 263047 1
1927 270682 311505 3
1927 289447 3937654 1
1927 4704764 478060 1
1927 3501364 3963953 1
1928 4053882 386639 1
1928 4428385 3402730 1
1929 264266 4086019 1
1929 3964369 3690037 2
1929 944397 257383 1
1929 264844 272303 3
1929 4655003 3179825 1
1930 5063577 277542 1
1930 4453686 3535005 1
1930 3709965 4784923 1
1930 926581 3823704 1
1931 263019 304430 1
1931 4058155 1977713 1
1931 3402827 238044 2
1931 274085 268799 1
1931 292287 293582 2
1932 267676 4199962 1
1932 406737 3631866 1
1932 5100638 87157 1
1932 471280 465836 1
1932 141761 311024 1
1932 4781392 268499 1
1933 268509 269723 1
1933 276597 438490 1
1933 3586143 3552501 1
1933 283633 289451 1
1933 267790 378517 2
1933 3887367 4232905 1
1934 275430 263557 1
1934 4599497 3881015 1
1934 3694819 4788123 1
1934 269547 274742 1
1934 372138 296422 1
1935 358581 5109916 1
1935 270083 311250 3
1935 4189717 337901 1
1935 3677485 854057 1
1936 267706 4820756 1
1936 4053936 650983 1
1936 5182614 320377 1
1936 3560568 4254809 1
1937 438998 2501354 1
1937 3402666 3539621 1
1937 292727 578207 1
1937 488074 495693 2
1938 265274 2097080 1
1938 264669 557513 1
1938 4154489 5109899 1
1938 4001546 4071454 1
1938 1945743 478427 1
1939 275416 4303504 1
1939 270094 3373941 1
1939 530383 263457 2
1939 3246839 3990398 1
1939 277167 5086541 1
1939 223527 472983 1
1939 277432 267842 1
1940 314127 286474 1
1940 314127 286474 1
1940 3831871 3640392 1
1941 274940 575408 1
1941 265812 386641 1
1941 4154494 268132 1
1941 3966107 3755659 1
1941 1028225 265748 1
1941 4062792 315885 1
1941 4643393 4191968 1
1942 1181915 317373 2
1942 3964369 274253 1
1942 4784113 267774 1
1942 4240671 296225 1
1943 264762 5164359 1
1943 5093225 4743123 1
1943 406719 483933 1
1943 275177 3856725 1
1943 388669 4357315 1
1944 4205486 264752 1
1944 267278 3802324 1
1944 1536626 303097 1
1945 264764 259799 1
1945 3948260 264254 1
1945 4058157 613788 1
1945 3781512 307591 1
1945 5203384 421938 1
1945 3543735 4002708 2
1946 738247 1022181 1
1946 780875 4166029 1
1946 275177 277748 1
1946 272138 848862 1
1946 3430348 477418 4
1946 3761204 275751 1
1947 253517 218928 1
1947 265072 267593 3
1947 272119 269546 1
1947 3997126 271913 1
1947 4069727 268427 1
1947 274072 289358 1
1947 926230 299448 1
1948 270526 264672 1
1948 4934475 3535804 1
1949 264379 263559 3
1949 265774 269309 1
1949 264457 268344 3
1949 2613178 264266 1
1949 265466 3640476 1
1949 3162598 3945451 1
1950 4092972 264243 1
1950 1734724 4280275 1
1950 144289 272269 1
1950 274072 271879 1
1950 3637779 3641137 2
1950 314904 284924 1
1950 3781519 269159 1
1950 3608895 4536970 1
1951 5064633 315881 1
1951 972187 264752 1
1951 273520 3829434 1
1951 3867565 265027 3
1952 267734 273051 2
1952 926582 406719 1
1952 1081351 3640360 1
1952 926184 267619 1
1952 1547588 267708 1
1952 263473 406604 1
1953 4643179 295845 1
1953 275677 3485213 2
1954 268106 4103258 1
1954 4088678 361505 1
1954 264798 4478127 1
1954 3982974 4036016 1
1955 267288 3509409 1
1955 263048 4482544 1
1955 303117 116999 1
1955 3402827 4654961 1
1955 3244061 2183673 1
1955 3956115 452948 1
1956 274067 572090 1
1957 172276 347626 1
1957 3857651 926586 1
1957 395015 3491340 2
1957 3501364 274091 1
1957 3501331 275749 1
1958 4643179 4363988 1
1958 4383491 5080441 1
1958 265401 273857 1
1958 277280 479168 1
1958 4283497 269544 1
1958 206092 289358 1
1959 268106 3970630 1
1959 3955185 4137463 1
1959 420975 4143959 1
1959 909241 270190 1
1959 264805 3669465 1
1959 3402770 469475 1
1959 268626 3638737 1
1959 266876 4517014 1
1959 926175 323330 1
1960 757386 458847 1
1960 4058155 592526 1
1961 272979 263457 1
1961 3524900 3708052 1
1961 5219660 3984763 1
1961 406719 313574 1
1962 278006 236724 1
1962 264764 270005 2
1962 266036 911691 1
1962 151915 309933 1
1962 385572 34769 1
1963 490355 264759 1
1963 3488390 4053980 1
1963 4781392 4021299 1
1964 268776 269086 1
1964 275669 4693775 1
1965 269839 1544901 1
1965 3431318 5124963 1
1965 5064644 3497171 1
1965 4534869 3981278 1
1966 265274 5069180 1
1966 3348239 3348239 1
1966 4058159 3430348 1
1966 274072 270372 1
1966 3960194 899052 2
1966 293615 1665052 1
1966 272741 413423 1
1967 3809929 180576 1
1967 276790 284609 1
1968 5033313 2023852 1
1968 275011 3840647 1
1968 272307 273226 1
1968 274074 263738 1
1968 271651 267569 1
1968 523722 459472 1
1968 4464757 268641 1
1968 3933644 3345694 1
1969 265057 3427388 1
1969 3749003 280780 1
1969 469102 33516 1
1970 5125323 293997 1
1970 4383491 268512 1
1970 3894675 272484 1
1970 926171 4460406 1
1970 263455 283663 1
1971 3876210 1217587 1
1971 4100254 1176722 1
1971 3376005 3640426 1
1971 4526301 268692 1
1971 267866 608089 1
1972 265014 4923118 1
1972 268320 534575 1
1972 266950 349198 1
1972 4214875 3371548 1
1972 5021824 3550294 1
1972 274124 264468 1
1972 3371056 291345 1
1973 4478126 386641 1
1973 245726 263555 1
1973 267745 381333 1
1973 267356 269628 1
1973 275677 3557797 2
1974 267674 139150 1
1974 267704 618038 1
1974 4828892 4580565 1
1974 3496103 273243 1
1974 315877 284547 1
1974 274174 263454 1
1975 268967 271850 1
1975 271850 263693 1
1975 4260628 3417808 1
1975 268300 262968 1
1975 2484746 4912153 1
1976 259970 273687 1
1976 259864 278216 1
1976 4745458 1148266 1
1976 558025 268799 1
1976 3613373 4673269 1
1976 3537943 4639420 1
1976 279113 268198 1
1976 273614 4328345 1
1977 265045 4161997 1
1977 3997126 269399 1
1977 5132249 267718 1
1977 3637773 174026 1
1977 308039 899887 1
1977 246446 3613727 1
1977 3411316 4312069 1
1978 3078771 2771466 1
1978 265027 279103 1
1978 267726 268626 1
1978 3469987 268424 1
1978 3683239 572090 1
1978 265466 1219593 1
1978 3941507 293615 1
1978 145795 272373 1
1979 266396 1013037 1
1979 4728258 291239 1
1979 272138 4923107 1
1979 250773 4137466 1
1979 4457460 312445 1
1979 4654987 262922 1
1979 4344686 3640312 2
1980 738247 265767 1
1980 277976 4573468 1
1980 4946622 444846 2
1980 267496 3969636 1
1980 4521452 267719 1
1980 4639100 313516 1
1980 315983 265854 1
1980 307586 305109 2
1981 3964425 277303 1
1981 2683942 466859 1
1981 4161506 3956301 1
1981 926181 263841 1
1982 4154501 263300 1
1982 267278 272138 1
1982 3329471 3655495 1
1982 268427 2654040 1
1982 1947550 272246 1
1983 4085455 4422838 1
1983 259864 274145 1
1983 424979 471256 1
1983 5181627 2611277 1
1983 263622 272163 1
1983 272268 267028 1
1983 904429 313690 1
1984 268777 277402 1
1984 3770306 270573 1
1984 2112559 4903879 1
1985 24313 268050 4
1985 269727 3579980 1
1985 3905600 264546 1
1985 3708903 305418 3
1985 4117770 3449410 1
1985 592774 1832801 2
1985 3485619 4309624 1
1986 388142 265184 1
1986 271617 3725486 1
1987 264266 270538 1
1987 273038 4923111 1
1987 3197319 266239 2
1987 269086 269874 1
1987 4222332 859493 1
1988 272118 274107 3
1988 268425 273446 1
1988 3482842 264358 1
1988 264838 4280272 1
1988 4521452 4428392 1
1988 3507135 3991343 2
1989 273210 294972 1
1989 269727 267623 1
1989 264762 269628 1
1989 265278 251464 1
1989 3818761 4692843 1
1989 269330 275185 1
1989 264810 267449 1
1989 259761 259947 1
1989 271651 350650 1
1989 269547 4058161 1
1989 263423 266349 1
1989 3543735 845733 1
1990 265071 263857 1
1990 4137462 3829197 1
1990 4934341 274860 1
1991 268936 5045466 1
1991 5143553 305986 3
1991 937129 4242521 1
1991 4110205 250710 1
1991 273245 3116583 1
1991 4884419 268799 1
1991 299279 297715 1
1991 1766831 284621 1
1991 3912995 3252989 1
1991 2112559 4327786 1
1992 265274 362792 1
1992 268780 2997775 1
1992 4058159 267630 1
1992 3659196 1517143 1
1992 162902 4864136 1
1993 269874 265798 2
1993 208440 271615 1
1993 4787725 4932393 1
1993 4643254 3808838 1
1994 3195533 278216 2
1994 270004 3509409 1
1994 4576775 263077 1
1994 937129 265767 1
1994 3741496 259817 1
1994 278733 297515 1
1994 279113 857105 1
1994 269478 4080577 1
1994 5224718 272373 1
1995 3575093 4117173 1
1995 379289 269160 1
1996 266413 273297 1
1996 567774 278618 1
1996 299755 301407 1
1996 406726 383805 1
1996 264838 491510 1
1996 283627 375206 1
1997 5064618 275185 2
1997 265280 297790 1
1997 265742 5033295 1
1997 272269 1962599 1
1997 3430380 269786 1
1997 267885 86398 1
1998 1377526 3534953 1
1998 268784 4283497 2
1998 3870826 303098 1
1998 3648639 4681400 1
1998 4383324 209371 1
1998 4500923 3950670 1
1999 273033 267674 2
1999 4383491 268427 1
1999 3880026 931442 1
1999 3110057 4649100 1
1999 403939 4423418 1
1999 5132251 4521188 1
1999 3990398 277602 1
2000 267617 3812590 1
2000 270016 1759497 1
2000 270094 273182 1
2000 4923111 316366 2
2000 4168145 3693739 1
2000 629981 4125280 1
2000 3916338 3567811 1
2001 926192 4624528 1
2002 90698 303583 1
2002 265794 4167267 1
2002 738247 580289 1
2002 270682 268966 1
2002 272269 4453681 1
2002 294972 3776676 1
2003 268645 264789 1
2003 3551932 3489201 1
2004 1962599 263109 2
2004 278329 1160784 1
2004 3785116 4824370 1
2004 275692 3901980 1
2004 4295757 302649 2
2005 272979 3601828 1
2005 267706 488900 1
2005 4994098 274072 1
2005 446509 3963953 1
2005 3781517 267545 1
2005 3501337 294003 1
2006 3586138 3873799 2
2006 271934 3768309 1
2006 3984722 418870 1
2006 3589860 943474 1
2007 4010078 267718 1
2007 266109 4670269 1
2007 269788 564699 1
2007 3318554 3982974 1
2008 4489350 4489350 1
2008 3329471 273934 1
2008 4137460 278006 1
2008 1697976 5019213 1
2008 4510139 291713 1
2009 3900440 4822181 2
2009 3586099 265466 1
2009 4693487 4832583 1
2010 269874 2011340 2
2010 4442293 266988 1
2010 3963953 3661314 1
2010 372538 287130 1
2011 266946 274940 1
2011 3857651 279565 3
2011 5181627 251365 1
2011 186783 4293657 1
2011 274073 2564791 1
2012 276597 268658 1
2012 266876 272270 1
2013 277542 269846 1
2013 4961824 4084294 1
2013 4643179 3508847 1
2013 266991 279545 1
2013 3905600 854444 1
2013 3640368 3995659 1
2014 269839 3078771 1
2014 268776 4001561 1
2014 267721 4237683 1
2014 4752321 307616 1
2014 3669237 273116 1
2015 275290 929190 1
2015 36351 267719 1
2015 270007 267356 1
2015 4214089 3669459 2
2015 263047 269727 2
2015 267755 265294 1
2015 271919 290833 1
2015 271921 859143 1
2015 4693750 3473391 1
2016 3648162 272147 1
2016 272525 272762 2
2017 5136686 5019213 1
2017 4411455 267023 1
2017 264600 292275 1
2018 994780 4508989 1
2018 265278 4599557 1
2018 5223435 592538 1
2018 219279 264740 1
2018 4166028 270016 1
2018 529457 4372198 1
2019 4496483 3825150 1
2019 275430 189982 1
2019 1962599 173491 1
2019 155213 299833 1
2019 269331 269628 1
2019 4889392 269546 1
2019 4591255 264356 1
2019 264216 592467 1
2019 2484746 3572156 1
2020 4098577 295974 2
2020 5164359 3924680 1
2021 265272 273152 1
2021 265837 270273 1
2021 3631882 4301208 1
2021 3903390 1231561 2
2022 264378 251452 2
2022 265076 123082 1
2022 269628 2911436 1
2022 4193703 5069180 1
2022 267025 4329594 1
2022 273852 266925 1
2022 4570282 270592 1
2023 273012 267278 1
2023 2153652 270007 1
2023 265942 1215865 1
2023 3501286 3812590 1
2024 265272 278882 4
2024 3701085 264757 1
2024 3950936 136022 1
2024 3366188 3072093 1
2024 4016034 4975915 2
2025 269627 543425 1
2025 303144 283643 1
2025 4613090 4154502 1
2026 3511034 3993830 1
2026 406178 3640375 1
2026 3527908 470448 1
2027 274264 302501 4
2027 4739095 3145059 1
2027 3402719 269786 1
2027 5019213 304430 1
2027 471296 444166 1
2027 3501316 952078 1
2028 293882 3397566 1
2028 5223435 3883510 1
2028 3586141 3827358 3
2028 274801 274106 1
2028 320363 625507 1
2028 4943823 285681 1
2028 3632488 270041 1
2028 145795 286280 1
2028 4534732 207012 1
2029 3655137 269784 1
2029 266000 271609 1
2029 4781392 198838 1
2030 374429 1126868 1
2030 781261 609306 3
2030 3143358 545755 1
2030 3937654 302034 1
2030 250889 175810 1
2031 267603 137411 1
2031 271490 475621 1
2031 264764 3640347 1
2031 273884 3535804 1
2031 144289 5219069 1
2031 278765 1220582 1
2031 264211 3539621 2
2031 268268 594811 1
2031 3572186 3640481 1
2031 3543735 3623823 1
2032 268853 314428 1
2032 3566001 2153143 1
2032 272938 268488 1
2032 3246839 264765 1
2032 275669 320509 2
2032 936748 4787445 1
2032 3442331 3529558 1
2033 267593 277987 1
2033 263027 4606223 1
2033 265401 263701 1
2033 299333 298855 1
2033 1130245 4374018 1
2033 3381439 3657831 1
2034 259883 4733812 2
2034 4383491 4843276 1
2034 780875 269723 1
2034 3110057 4466001 1
2034 273526 3900439 1
2034 944397 265158 4
2034 2484746 5246503 1
2035 3498924 4307781 1
2035 265072 4153851 1
2035 3813151 3629115 1
2035 427674 278722 1
2035 3857651 268749 1
2035 4098288 441263 1
2035 4237227 308927 1
2036 268106 523310 1
2036 264446 284651 1
2036 314605 7405 1
2036 270094 267018 1
2036 406719 264251 1
2036 4168095 3929667 1
2037 265075 267859 1
2037 4297333 3608843 1
2037 4053936 264844 1
2037 4500923 265622 1
2038 275290 2097080 1
2038 265745 4402244 2
2038 4670269 4923111 1
2038 269788 280021 1
2038 263972 5063573 2
2039 3733752 391122 1
2039 269546 268658 1
2039 162902 843291 1
2040 273303 265580 1
2040 4263993 267780 1
2040 257093 306872 2
2041 3671867 315652 1
2041 263022 4056259 1
2041 263047 269727 1
2041 4526240 3991354 1
2041 266127 4032888 1
2041 315881 284650 1
2041 4952468 3193367 1
2042 305883 324831 1
2042 3839037 266673 1
2042 4263993 296355 2
2042 952015 259919 2
2042 3781515 288587 1
2043 265057 268610 1
2043 270086 572090 2
2043 3542205 447941 1
2043 944397 4010038 1
2043 419794 4372198 1
2043 297771 303505 1
2043 306790 302501 1
2043 4514639 180930 1
2044 275663 264769 1
2044 293995 293675 1
2044 285440 293644 1
2044 1136960 311919 1
2045 263294 3630212 1
2046 3510570 259728 1
2046 207515 275420 1
2046 5025190 299253 1
2046 3213286 266676 1
2046 274227 3421276 1
2047 1126868 4188042 2
2047 275416 3352872 1
2047 265454 3941375 1
2047 1278738 3677987 1
2047 4693746 4132691 1
2048 3535804 4053918 1
2048 5080896 395077 1
2048 4658434 267005 1
2048 270682 275425 1
2048 141761 3760899 1
2048 5203384 4029195 1
2049 264447 3780942 1
2051 3724221 481638 1
2051 267313 4593027 1
2051 4289932 4608892 1
2051 780875 271879 1
2051 270682 273246 1
2051 3244061 4889408 1
2051 267630 5162112 1
2051 4952468 3192270 1
2052 3827392 322781 1
2052 560691 264798 2
2052 4310492 403930 1
2052 5042852 263555 1
2052 270389 3700988 2
2053 1952177 3521719 1
2053 275675 466617 1
2054 632976 3811889 2
2054 3876210 828903 1
2054 267027 95952 1
2054 443814 600063 1
2054 3693737 263664 1
2054 114597 475014 1
2054 114597 268223 1
2055 4705339 3813151 1
2055 286078 4764569 1
2055 270083 268512 1
2055 3677485 2826152 1
2055 273401 287830 1
2055 294115 471663 1
2055 4654987 276831 1
2056 273210 265488 1
2056 273210 265488 1
2056 1232618 4693502 2
2056 4576775 264820 1
2056 372936 3697631 1
2056 4458521 262173 1
2057 3444625 271508 1
2057 268512 571243 1
2057 268509 4264014 1
2057 269330 5025190 1
2057 5181627 4081033 1
2057 283416 3873688 1
2057 5035770 3619012 1
2057 292277 5155098 1
2057 3577978 271740 1
2057 3501304 271495 1
2058 275746 263967 1
2058 3523042 420316 1
2058 175989 4378442 1
2059 265581 299981 1
2059 269722 267023 2
2059 2725715 316397 1
2059 3316823 4463259 1
2060 1048144 3839037 1
2060 275177 3787267 1
2060 3800404 1881853 1
2060 293662 488982 1
2060 3640413 3640413 1
2061 264631 1032380 1
2061 264769 3669465 1
2061 4002475 4010387 1
2061 3814651 3857651 1
2061 306765 308237 1
2061 245370 593850 1
2062 3366188 287528 1
2062 266117 268799 1
2062 2835275 193884 1
2062 298003 298510 1
2063 264332 4069740 1
2063 270436 4706944 1
2063 265401 275751 1
2063 274080 4580622 1
2063 4129532 3565460 1
2064 275185 296354 1
2064 592382 4277016 1
2064 263900 911671 1
2065 3195533 268939 1
2065 4199962 271609 2
2065 265401 3069485 1
2065 424979 267721 1
2065 269535 1227896 1
2066 274939 2577377 2
2066 264266 269738 1
2066 273884 4193703 1
2066 263077 247729 1
2066 3809365 5136686 1
2066 265133 4526160 1
2066 4555932 267449 1
2066 4237221 2195124 1
2066 59705 275481 1
2067 170664 4785348 1
2067 4154489 4807270 1
2067 972158 3894675 1
2067 268423 267719 1
2067 272244 4184110 2
2067 273516 631856 1
2067 265454 3683212 1
2067 292727 4540520 1
2068 269330 3985392 2
2068 4938220 265280 1
2068 4517024 269775 1
2068 264602 3180207 4
2068 269788 592689 1
2068 4655002 3780557 1
2069 3900440 272370 1
2069 263293 3623678 1
2069 261979 1760890 1
2069 3558487 296941 1
2069 2836393 3894683 1
2070 274054 3683215 1
2070 3809929 273038 2
2070 268512 302212 1
2070 517869 3511630 1
2070 4116792 4075765 1
2070 413754 467099 1
2070 76543 4636991 1
2070 3543685 594811 1
2071 5088842 265075 1
2071 4738994 267776 1
2071 273539 273513 1
2071 5125052 3329471 2
2071 292727 297756 1
2072 3246839 1028225 1
2072 3511501 263448 1
2072 3276730 4151771 1
2072 295296 313549 1
2072 4370568 265246 1
2072 4818883 3874865 1
2072 271737 269685 1
2072 271737 269685 1
2072 3729119 272373 1
2073 264789 4372198 1
2073 3848508 286915 1
2074 4297333 4411455 2
2075 268099 278209 2
2075 3758120 2432556 1
2075 3857732 268320 1
2076 597747 267356 3
2076 13799 571825 1
2076 2451993 3900439 1
2076 275669 625571 1
2076 142509 4164331 1
2077 251497 270004 1
2077 4738782 572090 1
2077 272243 3402770 4
2077 4264001 3491298 1
2077 4257980 632797 1
2078 268137 3509409 1
2078 3818761 272145 1
2078 4280274 4748588 1
2078 3329471 3586149 1
2079 3755586 263048 1
2079 4632065 274091 1
2079 265942 267726 1
2079 169821 268631 1
2079 3153923 3641729 1
2079 145801 572090 1
2079 3916315 5064626 1
2080 1228214 882417 1
2080 4020723 275077 1
2080 4743375 322136 1
2080 5203384 2432556 1
2081 48912 264789 1
2081 219542 265069 1
2081 3613086 404599 1
2081 2836393 269153 1
2081 3714180 641450 1
2081 4098999 4589539 1
2082 265057 263396 1
2082 1825577 273312 1
2082 271613 3898289 2
2082 3984722 3422390 1
2082 3168073 3628418 1
2082 4755704 3179825 1
2082 3501280 271954 1
2083 584625 267940 1
2084 278093 273226 1
2084 4127867 296269 1
2084 262938 277432 1
2085 273809 3491434 1
2085 4884406 267719 1
2085 273614 3464509 1
2085 4773078 471311 1
2086 4274384 3991355 1
2086 270097 299091 1
2086 268181 3761206 1
2086 253050 556438 1
2086 3887367 278216 1
2086 2491805 473548 1
2087 269330 5025190 1
2087 278333 4188034 1
2087 3381439 5052038 1
2087 195136 309476 1
2088 264242 263659 1
2088 265091 264791 1
2088 3858313 4631568 1
2088 5164359 3532844 1
2088 562925 2527375 1
2089 264543 5040309 1
2089 3447082 3421279 1
2089 5203384 268320 1
2089 3423361 2112554 1
2090 5165132 5263294 1
2090 272528 3511630 1
2090 3675815 3640438 1
2091 3524900 3511630 2
2091 1013037 308918 2
2092 4478126 487839 1
2092 264806 3728710 1
2093 4154494 482870 1
2093 264631 277167 1
2094 2011340 268349 1
2094 942583 437116 1
2094 4739095 267544 1
2094 456410 4030927 1
2095 5254257 271623 1
2095 267726 3378164 1
2095 3501337 264445 1
2096 263661 5052987 1
2096 3263580 287591 1
2096 911675 273441 1
2096 3539620 269537 1
2096 293647 304060 1
2097 4725752 3402921 1
2097 594811 3832524 1
2098 267947 3620559 1
2098 265815 263077 1
2098 264764 3697631 1
2098 277402 263533 2
2098 3970630 268344 1
2098 4312050 271725 1
2099 264443 299757 1
2099 972158 269255 1
2099 3622482 286667 1
2099 4382631 272147 1
2099 4812646 299086 1
